,backend,basis_gate,q1,q2,error
0,ibm_kyiv,ecr,96,95.0,0.007146098315538307
1,ibm_kyiv,ecr,67,68.0,0.01214921482315301
2,ibm_kyiv,ecr,108,112.0,0.008776459256765679
3,ibm_kyiv,ecr,17,12.0,0.033685719643507805
4,ibm_kyiv,ecr,8,9.0,1.0
5,ibm_kyiv,ecr,40,41.0,0.010129433351522388
6,ibm_kyiv,ecr,19,18.0,0.008451032259822466
7,ibm_kyiv,ecr,0,14.0,0.0054810812123088914
8,ibm_kyiv,ecr,17,30.0,0.0273739144217221
9,ibm_kyiv,ecr,91,98.0,0.008759716419917574
10,ibm_kyiv,ecr,100,110.0,0.01009877605766174
11,ibm_kyiv,ecr,33,20.0,0.02048950851150716
12,ibm_kyiv,ecr,75,90.0,0.015139181648088529
13,ibm_kyiv,ecr,96,97.0,0.005590718409987705
14,ibm_kyiv,ecr,42,41.0,0.006109974937560769
15,ibm_kyiv,ecr,107,106.0,0.013575806798154955
16,ibm_kyiv,ecr,103,102.0,0.005182138721291085
17,ibm_kyiv,ecr,48,47.0,0.018723831323215923
18,ibm_kyiv,ecr,85,84.0,0.015012814639864147
19,ibm_kyiv,ecr,26,16.0,0.054994384443095734
20,ibm_kyiv,ecr,35,28.0,0.013130935180795056
21,ibm_kyiv,ecr,26,25.0,0.029554207406782607
22,ibm_kyiv,ecr,42,43.0,0.0060758181320219595
23,ibm_kyiv,ecr,126,112.0,0.008771084409949947
24,ibm_kyiv,ecr,107,108.0,0.006254258917686717
25,ibm_kyiv,ecr,73,85.0,0.011797714016842764
26,ibm_kyiv,ecr,103,104.0,0.008426931370704327
27,ibm_kyiv,ecr,48,49.0,0.007915687431889862
28,ibm_kyiv,ecr,92,83.0,0.008820064294936869
29,ibm_kyiv,ecr,80,81.0,1.0
30,ibm_kyiv,ecr,114,113.0,0.012103902635160091
31,ibm_kyiv,ecr,75,76.0,0.019473339350345897
32,ibm_kyiv,ecr,85,86.0,0.04313800740705387
33,ibm_kyiv,ecr,13,12.0,0.007922313283283355
34,ibm_kyiv,ecr,16,8.0,0.0914689078962409
35,ibm_kyiv,ecr,43,34.0,0.009208341080933213
36,ibm_kyiv,ecr,50,49.0,0.011743951163245392
37,ibm_kyiv,ecr,110,118.0,0.008875513537193958
38,ibm_kyiv,ecr,105,104.0,0.015222107037774268
39,ibm_kyiv,ecr,82,81.0,0.009677634352117326
40,ibm_kyiv,ecr,118,119.0,0.015116159101016213
41,ibm_kyiv,ecr,22,23.0,0.00978469016454575
42,ibm_kyiv,ecr,77,78.0,0.01064825748924264
43,ibm_kyiv,ecr,114,115.0,0.010072216193678152
44,ibm_kyiv,ecr,53,41.0,0.004904528765887484
45,ibm_kyiv,ecr,45,46.0,0.013078558217578251
46,ibm_kyiv,ecr,79,78.0,0.009240877534222647
47,ibm_kyiv,ecr,105,106.0,0.01246867213708619
48,ibm_kyiv,ecr,50,51.0,0.008473491339630934
49,ibm_kyiv,ecr,72,81.0,0.007408454043157098
50,ibm_kyiv,ecr,82,83.0,0.008733431809739567
51,ibm_kyiv,ecr,116,115.0,0.006866172785803759
52,ibm_kyiv,ecr,20,19.0,0.013190051130024028
53,ibm_kyiv,ecr,77,71.0,0.009028209266721543
54,ibm_kyiv,ecr,46,47.0,0.03193012793004685
55,ibm_kyiv,ecr,91,79.0,0.0153182070977953
56,ibm_kyiv,ecr,23,24.0,0.01674069911263315
57,ibm_kyiv,ecr,57,56.0,0.01980930786001328
58,ibm_kyiv,ecr,122,121.0,1.0
59,ibm_kyiv,ecr,55,49.0,0.00930146037655516
60,ibm_kyiv,ecr,24,25.0,0.01106055012474888
61,ibm_kyiv,ecr,93,106.0,0.013887425355315508
62,ibm_kyiv,ecr,116,117.0,0.005595312753724935
63,ibm_kyiv,ecr,21,20.0,0.015428856724408302
64,ibm_kyiv,ecr,31,30.0,0.011153618452099001
65,ibm_kyiv,ecr,57,58.0,0.02199510625187201
66,ibm_kyiv,ecr,87,93.0,0.016917308948879828
67,ibm_kyiv,ecr,73,66.0,0.02039463243880174
68,ibm_kyiv,ecr,26,27.0,0.023271952731792944
69,ibm_kyiv,ecr,5,4.0,0.007433875166926951
70,ibm_kyiv,ecr,21,22.0,0.008540623865811281
71,ibm_kyiv,ecr,89,74.0,0.010118322799544721
72,ibm_kyiv,ecr,58,71.0,0.01684842053057406
73,ibm_kyiv,ecr,31,32.0,0.009495818823313185
74,ibm_kyiv,ecr,4,15.0,0.010042415931879545
75,ibm_kyiv,ecr,87,86.0,0.012849469100653377
76,ibm_kyiv,ecr,123,124.0,0.011237902095206365
77,ibm_kyiv,ecr,28,27.0,0.006749628648289707
78,ibm_kyiv,ecr,56,52.0,0.01386380828188738
79,ibm_kyiv,ecr,88,87.0,0.017875413525371642
80,ibm_kyiv,ecr,64,65.0,0.016406326062124055
81,ibm_kyiv,ecr,119,120.0,0.00524086922186201
82,ibm_kyiv,ecr,54,64.0,0.009963417064340285
83,ibm_kyiv,ecr,125,124.0,0.012005502711465221
84,ibm_kyiv,ecr,84,83.0,0.0071752316315472076
85,ibm_kyiv,ecr,29,28.0,0.005908497621216147
86,ibm_kyiv,ecr,60,61.0,0.009527960387677892
87,ibm_kyiv,ecr,14,18.0,0.004554959280637316
88,ibm_kyiv,ecr,121,120.0,1.0
89,ibm_kyiv,ecr,97,98.0,0.01507760684187831
90,ibm_kyiv,ecr,1,2.0,0.006056310297115064
91,ibm_kyiv,ecr,72,62.0,0.013807276523178091
92,ibm_kyiv,ecr,36,51.0,0.0070300454139215485
93,ibm_kyiv,ecr,88,89.0,0.010419728839626718
94,ibm_kyiv,ecr,29,30.0,0.014686296607506089
95,ibm_kyiv,ecr,61,62.0,0.011214263339594965
96,ibm_kyiv,ecr,70,74.0,0.007891587207473183
97,ibm_kyiv,ecr,2,3.0,0.004557178719166055
98,ibm_kyiv,ecr,122,123.0,0.006552989457901615
99,ibm_kyiv,ecr,117,118.0,0.004477273307512852
100,ibm_kyiv,ecr,63,62.0,0.015471869621006995
101,ibm_kyiv,ecr,94,95.0,0.05828475165210928
102,ibm_kyiv,ecr,109,114.0,1.0
103,ibm_kyiv,ecr,37,52.0,0.023164333515595104
104,ibm_kyiv,ecr,58,59.0,0.015199859122506043
105,ibm_kyiv,ecr,33,39.0,0.019594814973946717
106,ibm_kyiv,ecr,4,3.0,0.006620875086569167
107,ibm_kyiv,ecr,101,100.0,0.012765673099440988
108,ibm_kyiv,ecr,10,9.0,0.008124899909946026
109,ibm_kyiv,ecr,68,69.0,0.01965171126340881
110,ibm_kyiv,ecr,111,104.0,0.013426233588688052
111,ibm_kyiv,ecr,63,64.0,0.008656946196732906
112,ibm_kyiv,ecr,6,5.0,0.00666449429606808
113,ibm_kyiv,ecr,111,122.0,0.009897474231343517
114,ibm_kyiv,ecr,59,60.0,0.00660827244250356
115,ibm_kyiv,ecr,96,109.0,1.0
116,ibm_kyiv,ecr,69,70.0,0.013735344615785794
117,ibm_kyiv,ecr,35,47.0,0.015634316565438677
118,ibm_kyiv,ecr,101,102.0,0.013835052746469012
119,ibm_kyiv,ecr,80,79.0,1.0
120,ibm_kyiv,ecr,34,24.0,0.01027736317279887
121,ibm_kyiv,ecr,39,38.0,0.026100231526643647
122,ibm_kyiv,ecr,0,1.0,0.003753246618852013
123,ibm_kyiv,ecr,10,11.0,0.009705847963634218
124,ibm_kyiv,ecr,66,65.0,0.023236323636252054
125,ibm_kyiv,ecr,54,45.0,0.007757581408827374
126,ibm_kyiv,ecr,37,38.0,0.019870041654038217
127,ibm_kyiv,ecr,94,90.0,0.0674003081168274
128,ibm_kyiv,ecr,92,102.0,0.02575274953066603
129,ibm_kyiv,ecr,7,6.0,0.01832211585180532
130,ibm_kyiv,ecr,98,99.0,0.011512042829357472
131,ibm_kyiv,ecr,44,43.0,0.02910690824605261
132,ibm_kyiv,ecr,125,126.0,0.014944172003133971
133,ibm_kyiv,ecr,22,15.0,0.016710223207170027
134,ibm_kyiv,ecr,40,39.0,0.01295720276212231
135,ibm_kyiv,ecr,68,55.0,0.008004100919719481
136,ibm_kyiv,ecr,36,32.0,0.005777405025285898
137,ibm_kyiv,ecr,66,67.0,0.019193593986367996
138,ibm_kyiv,ecr,11,12.0,0.008884564972717002
139,ibm_kyiv,ecr,100,99.0,0.011633170535365223
140,ibm_kyiv,ecr,76,77.0,0.008335968587168507
141,ibm_kyiv,ecr,45,44.0,0.03229693908225656
142,ibm_kyiv,ecr,7,8.0,0.06967834654868865
143,ibm_kyiv,ecr,53,60.0,0.0033902002045159696
144,ibm_kyiv,id,0,,0.00014331120648336182
145,ibm_kyiv,id,1,,0.00011406921493630662
146,ibm_kyiv,id,2,,9.087646069243017e-05
147,ibm_kyiv,id,3,,0.00021208921595149548
148,ibm_kyiv,id,4,,0.0004110988315952422
149,ibm_kyiv,id,5,,0.00030210823582487237
150,ibm_kyiv,id,6,,0.0001431082506410235
151,ibm_kyiv,id,7,,8.162661994312274e-05
152,ibm_kyiv,id,8,,0.023600100859882657
153,ibm_kyiv,id,9,,0.00014265665464339755
154,ibm_kyiv,id,10,,0.00017058186483329498
155,ibm_kyiv,id,11,,0.000316535100355706
156,ibm_kyiv,id,12,,0.00030404784603916033
157,ibm_kyiv,id,13,,0.00018421983603676744
158,ibm_kyiv,id,14,,0.00014072626604050002
159,ibm_kyiv,id,15,,0.0009557533367125135
160,ibm_kyiv,id,16,,0.00013462317079601045
161,ibm_kyiv,id,17,,0.0007941155512889883
162,ibm_kyiv,id,18,,0.00011999080111160436
163,ibm_kyiv,id,19,,0.0011986695372568524
164,ibm_kyiv,id,20,,0.00014808107118902749
165,ibm_kyiv,id,21,,0.0002581480077734147
166,ibm_kyiv,id,22,,0.00015749513708004651
167,ibm_kyiv,id,23,,0.00023613189799301075
168,ibm_kyiv,id,24,,0.0002894704894236162
169,ibm_kyiv,id,25,,0.0001781796488528721
170,ibm_kyiv,id,26,,0.0017352831853340973
171,ibm_kyiv,id,27,,0.0004930851810219017
172,ibm_kyiv,id,28,,0.00020078399293063385
173,ibm_kyiv,id,29,,0.00025008691725995945
174,ibm_kyiv,id,30,,0.0012351902428798512
175,ibm_kyiv,id,31,,0.000591949251574001
176,ibm_kyiv,id,32,,0.00018782364954376626
177,ibm_kyiv,id,33,,0.000653728556280193
178,ibm_kyiv,id,34,,0.00062487968628093
179,ibm_kyiv,id,35,,0.0002463270336911735
180,ibm_kyiv,id,36,,0.00020756091795637112
181,ibm_kyiv,id,37,,0.002849199149965558
182,ibm_kyiv,id,38,,0.0014529930792102654
183,ibm_kyiv,id,39,,0.0007658274297511112
184,ibm_kyiv,id,40,,0.00020820118742953764
185,ibm_kyiv,id,41,,0.00019791258399458792
186,ibm_kyiv,id,42,,0.0001318523553225533
